FTSL_ECOLI  0.36  0.45  0.48  0.50  0.38  0.79  0.17   0
FTSN_ECOLI  0.00  0.51  0.48  0.50  0.35  0.67  0.44   0
FTSQ_ECOLI  0.10  0.49  0.48  0.50  0.41  0.67  0.21   0
MOTB_ECOLI  0.30  0.51  0.48  0.50  0.42  0.61  0.34   0
TOLA_ECOLI  0.61  0.47  0.48  0.50  0.00  0.80  0.32   0
TOLQ_ECOLI  0.63  0.75  0.48  0.50  0.64  0.73  0.66   0
EMRB_ECOLI  0.71  0.52  0.48  0.50  0.64  1.00  0.99   0
AGP_ECOLI   0.74  0.49  0.48  0.50  0.42  0.54  0.36   1
AMY1_ECOLI  0.70  0.61  0.48  0.50  0.56  0.52  0.43   1
ARAF_ECOLI  0.66  0.86  0.48  0.50  0.34  0.41  0.36   1
ASG2_ECOLI  0.73  0.78  0.48  0.50  0.58  0.51  0.31   1
BGLX_ECOLI  0.65  0.57  0.48  0.50  0.47  0.47  0.51   1
C562_ECOLI  0.72  0.86  0.48  0.50  0.17  0.55  0.21   1
CN16_ECOLI  0.67  0.70  0.48  0.50  0.46  0.45  0.33   1
CYPH_ECOLI  0.67  0.81  0.48  0.50  0.54  0.49  0.23   1
CYSP_ECOLI  0.67  0.61  0.48  0.50  0.51  0.37  0.38   1
DGAL_ECOLI  0.63  1.00  0.48  0.50  0.35  0.51  0.49   1
DPPA_ECOLI  0.57  0.59  0.48  0.50  0.39  0.47  0.33   1
DSBA_ECOLI  0.71  0.71  0.48  0.50  0.40  0.54  0.39   1
DSBC_ECOLI  0.66  0.74  0.48  0.50  0.31  0.38  0.43   1
ECOT_ECOLI  0.67  0.81  0.48  0.50  0.25  0.42  0.25   1
ECPD_ECOLI  0.64  0.72  0.48  0.50  0.49  0.42  0.19   1
FECB_ECOLI  0.68  0.82  0.48  0.50  0.38  0.65  0.56   1
FECR_ECOLI  0.32  0.39  0.48  0.50  0.53  0.28  0.38   1
FEPB_ECOLI  0.70  0.64  0.48  0.50  0.47  0.51  0.47   1
FIMC_ECOLI  0.63  0.57  0.48  0.50  0.49  0.70  0.20   1
GGT_ECOLI   0.74  0.82  0.48  0.50  0.49  0.49  0.41   1
GLNH_ECOLI  0.63  0.86  0.48  0.50  0.39  0.47  0.34   1
GLPQ_ECOLI  0.63  0.83  0.48  0.50  0.40  0.39  0.19   1
HTRA_ECOLI  0.63  0.71  0.48  0.50  0.60  0.40  0.39   1
LIVJ_ECOLI  0.71  0.86  0.48  0.50  0.40  0.54  0.32   1
LIVK_ECOLI  0.68  0.78  0.48  0.50  0.43  0.44  0.42   1
MALE_ECOLI  0.64  0.84  0.48  0.50  0.37  0.45  0.40   1
MALM_ECOLI  0.74  0.47  0.48  0.50  0.50  0.57  0.42   1
MEPA_ECOLI  0.75  0.84  0.48  0.50  0.35  0.52  0.33   1
MODA_ECOLI  0.63  0.65  0.48  0.50  0.39  0.44  0.35   1
NRFA_ECOLI  0.69  0.67  0.48  0.50  0.30  0.39  0.24   1
NRFF_ECOLI  0.70  0.71  0.48  0.50  0.42  0.84  0.85   1
OPPA_ECOLI  0.69  0.80  0.48  0.50  0.46  0.57  0.26   1
OSMY_ECOLI  0.64  0.66  0.48  0.50  0.41  0.39  0.20   1
POTD_ECOLI  0.63  0.80  0.48  0.50  0.46  0.31  0.29   1
POTF_ECOLI  0.66  0.71  0.48  0.50  0.41  0.50  0.35   1
PPA_ECOLI   0.69  0.59  0.48  0.50  0.46  0.44  0.52   1
PPB_ECOLI   0.68  0.67  0.48  0.50  0.49  0.40  0.34   1
PROX_ECOLI  0.64  0.78  0.48  0.50  0.50  0.36  0.38   1
PSTS_ECOLI  0.62  0.78  0.48  0.50  0.47  0.49  0.54   1
PTR_ECOLI   0.76  0.73  0.48  0.50  0.44  0.39  0.39   1
RBSB_ECOLI  0.64  0.81  0.48  0.50  0.37  0.39  0.44   1
SPEA_ECOLI  0.29  0.39  0.48  0.50  0.52  0.40  0.48   1
SUBI_ECOLI  0.62  0.83  0.48  0.50  0.46  0.36  0.40   1
TBPA_ECOLI  0.56  0.54  0.48  0.50  0.43  0.37  0.30   1
TESA_ECOLI  0.69  0.66  0.48  0.50  0.41  0.50  0.25   1
TOLB_ECOLI  0.69  0.65  0.48  0.50  0.63  0.48  0.41   1
TORA_ECOLI  0.43  0.59  0.48  0.50  0.52  0.49  0.56   1
TREA_ECOLI  0.74  0.56  0.48  0.50  0.47  0.68  0.30   1
UGPB_ECOLI  0.71  0.57  0.48  0.50  0.48  0.35  0.32   1
USHA_ECOLI  0.61  0.60  0.48  0.50  0.44  0.39  0.38   1
XYLF_ECOLI  0.59  0.61  0.48  0.50  0.42  0.42  0.37   1
YTFQ_ECOLI  0.74  0.74  0.48  0.50  0.31  0.53  0.52   1
